"INDEX_NAME"	"INDEX_REGION"	"LAT"	"LONG"	"LAKECODE"	"SAMPLEID"	"COLLDATE"	"COLLMETH"	"TAXAID"	"N_TAXA"	"EXCLUDE"	"NONTARGET"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"GENUS"	"TOLVAL"	"FFG"	"HABIT"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"GAMMARUS"	11	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Gammaridae"	""	""	"Gammarus"	3	"CG,SH"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"GLYPTOTENDIPES"	3525	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Glyptotendipes"	10	"CF"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"HALIPLUS"	3	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Haliplidae"	""	""	"Haliplus"	6	"MH"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"HELOBDELLA"	4	FALSE	FALSE	"Annelida"	"HIRUDINEA"	"Rhynchobdellida"	"Glossiphoniidae"	"Haementeriinae"	""	"Helobdella"	8	"PA"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"HEXAGENIA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemeridae"	""	""	"Hexagenia"	6	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"HYALELLA"	128.6666667	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Hyalellidae"	""	""	"Hyalella"	4	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"ISCHNURA"	5	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	"Ischnura"	6	"PR"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"LABRUNDINIA"	9	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Labrundinia"	4	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"LAUTERBORNIELLA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomini"	""	"LAUTERBORNIELLA"	6	"CG"	""
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"LIBELLULA"	7	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Libellulidae"	""	""	"Libellula"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"LYMNAEA"	1	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Lymnaeidae"	""	""	"Lymnaea"	7	"SC"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"MACCAFFERTIUM"	91.66666667	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	""	""	"Stenonema"	4	"SC"	""
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"MENETUS"	34	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Planorbidae"	""	""	"Menetus"	6.5	"SC"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"NANOCLADIUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiini"	"Nanocladius"	3	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"OECETIS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Leptoceridae"	"Leptocerinae"	"Oecetini"	"Oecetis"	5	"PR"	"CN, SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"OLIGOCHAETA"	5	FALSE	FALSE	"Annelida"	"OLIGOCHAETA"	"Haplotaxida"	""	""	""	""	10	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PALAEMONETES"	4	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Decapoda"	"Palaemonidae"	"Palaemoninae"	""	"Palaemonetes"	4	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PARACHIRONOMUS"	22	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PERITHEMIS"	6	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Libellulidae"	""	""	"Perithemis"	4	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PHYSELLA"	8	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Physidae"	"Physinae"	""	"Physella"	9	"SC"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"POLYPEDILUM HALTERALE"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Polypedilum"	4	"SH"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"POLYPEDILUM ILLINOENSE"	14	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Polypedilum"	5	"SH"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PROCLADIUS"	18.33333333	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Procladiini"	"Procladius"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"PSEUDOCHIRONOMUS"	21.66666667	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Pseudochironomini"	"Pseudochironomus"	5	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"SCIRTES"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Scirtidae"	""	""	"Scirtes"	7	"SH"	"CB"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"SIALIS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Megaloptera"	"Sialidae"	""	""	"Sialis"	4	"PR"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"SPHAEROMIAS"	69	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	"Sphaeromiini"	"Sphaeromias"	5	"PR"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"STENOCHIRONOMUS"	16.66666667	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	3	"SH"	"BU"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"STENONEMA"	50	TRUE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	""	""	"Stenonema"	4	"SC"	"CN"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"TANYPUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Tanypodini"	"Tanypus"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"TANYTARSUS"	15	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	7	"CF"	"CN"
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"TETRAGONEURIA"	2	FALSE	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"CORDULIIDAE"	""	""	"TETRAGONEURIA"	4.5	"PR"	""
"IEPA_2021_Bugs"	"South"	37.68746333	-88.38813333	"RAF"	"RAF_9/24/2015"	"9/24/2015"	"LittoralABC"	"TIPULIDAE"	8.333333333	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	""	""	""	4	"SH"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ABLABESMYIA"	39.66346154	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	6	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ABLABESMYIA JANTA"	10.23076923	FALSE	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	""	"TANYPODINAE"	"ABLABESMYIA"	6	""	""
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ANCYLIDAE"	2.307692308	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Ancylidae"	""	""	""	7	"SC"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ARGIA"	16.15384615	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	"Argia"	5	"PR"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ATRICHOPOGON"	2.307692308	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Forcipomyiinae"	""	"Atrichopogon"	2	"PR"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"BEROSUS"	106.9278846	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Hydrophilidae"	"Hydrophilinae"	"Berosini"	"Berosus"	8	"PR"	"SW"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"BEZZIA"	14.0625	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	"Palpomyiini"	"Bezzia"	5	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CAENIS"	302.9278846	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Caenidae"	""	""	"Caenis"	6	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CALLIBAETIS"	14.0625	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	""	""	"Callibaetis"	4	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CHIRONOMINI"	188.8701923	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Phaenopsectra/Tribelos"	6	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CHIRONOMUS"	30	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	11	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CLADOPELMA"	23	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	6	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CLINOTANYPUS"	70.1875	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Coelotanypodini"	"Clinotanypus"	6	"PR"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"COENAGRIONIDAE"	253.125	TRUE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	""	5.5	"PR"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CRICOTOPUS"	58.34134615	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiini"	"Cricotopus"	8	"SH"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CRYPTOCHIRONOMUS"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cryptochironomus"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CULICOIDES"	122.4230769	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	"Culicoidini"	"Culicoides"	5	"PR"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"CYRNELLUS"	49.11057692	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"Polycentropodinae"	""	"Cyrnellus"	5	"CF"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"DICROTENDIPES"	101.9567308	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	6	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"DICROTENDIPES SIMPSONI"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"DICROTENDIPES"	6	""	""
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"DUBIRAPHIA"	29.69230769	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	""	""	"Dubiraphia"	5	"CG"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ENALLAGMA"	747.6201923	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	"Enallagma"	6	"PR"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ENDOCHIRONOMUS"	436.1490385	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Endochironomus"	6	"SH"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"EPICORDULIA"	4.615384615	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Corduliidae"	""	""	"EPICORDULIA"	4.5	"PR"	""
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ERYTHEMIS"	58.55769231	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Libellulidae"	""	""	"Erythemis"	5	"PR"	"CB, SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"GLYPTOTENDIPES"	533.2019231	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Glyptotendipes"	10	"CF"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"GOMPHUS"	14.0625	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Gomphidae"	""	""	"Gomphus"	7	"PR"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"HIRUDINEA"	14.0625	FALSE	FALSE	"Annelida"	"HIRUDINEA"	""	""	""	""	""	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"HYALELLA"	829.2548077	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Hyalellidae"	""	""	"Hyalella"	4	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"HYDROPTILA"	70.3125	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydroptilidae"	"Hydroptilinae"	"Hydroptilini"	"Hydroptila"	2	"SC"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"ISCHNURA"	624.3653846	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	"Ischnura"	6	"PR"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"LIBELLULIDAE"	30.43269231	TRUE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Libellulidae"	""	""	""	4.5	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"MACCAFFERTIUM"	39.23076923	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	""	""	"Stenonema"	4	"SC"	""
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"MENETUS"	289.6490385	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Planorbidae"	""	""	"Menetus"	6.5	"SC"	"CB"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"NANOCLADIUS"	182.3798077	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiini"	"Nanocladius"	3	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"OECETIS"	101.7451923	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Leptoceridae"	"Leptocerinae"	"Oecetini"	"Oecetis"	5	"PR"	"CN, SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"OLIGOCHAETA"	82.66346154	FALSE	FALSE	"Annelida"	"OLIGOCHAETA"	"Haplotaxida"	""	""	""	""	10	"CG"	"BU"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"PALAEMONETES"	70.3125	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Decapoda"	"Palaemonidae"	"Palaemoninae"	""	"Palaemonetes"	4	"CG"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"PARACHIRONOMUS"	115.6682692	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	8	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"PARAMERINA"	154.6875	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Paramerina"	6	"PR"	"SP"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"PARATANYTARSUS"	676.1778846	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	6	"CG"	"CN"
"IEPA_2021_Bugs"	"South"	37.49047333	-88.92228667	"RAM"	"RAM_28Sep09"	"9/28/2009"	"LittoralABC"	"PHAENOPSECTRA"	129.2307692	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironominae"	"Chironomini"	"Phaenopsectra"	4	"SC"	"CN"
